sentence,label,label_idx
How serious are the side effects of the vaccine in women?,Are women more likely to get worse side effects than men?,129
be more likely to report adverse effects after a vaccine than men,Are women more likely to get worse side effects than men?,129
"But women experience side effects more often than men, a trend that does",Are women more likely to get worse side effects than men?,129
Can women be badly affected by side effects than men?,Are women more likely to get worse side effects than men?,129
Can the vaccines have worse side effects on women than men?,Are women more likely to get worse side effects than men?,129
Is getting the vaccine safe for my baby?,Is it safe for my baby to get the vaccine?,124
what are the safety issues for babies being vaccinated,Is it safe for my baby to get the vaccine?,124
"I'm worried about my baby getting the vaccine, is it really safe?",Is it safe for my baby to get the vaccine?,124
Wouldn't anything happen to my baby for getting vaccinated?,Is it safe for my baby to get the vaccine?,124
How safe is it for my baby to receive the dose?,Is it safe for my baby to get the vaccine?,124
How safe is the vaccine in children?,Is it safe for my baby to get the vaccine?,124
"My baby boy is so precious, I'm scared to give him the vaccine. Is it really safe?",Is it safe for my baby to get the vaccine?,124
What happens if my baby receives the vaccine?,Is it safe for my baby to get the vaccine?,124
"I want my baby to be vaccinated but I'm scared, is it safe?",Is it safe for my baby to get the vaccine?,124
"I lost my vaccination card, can you give me another one?",What do I do if I lose my COVID-19 vaccination card?,134
where can i get my card again,What do I do if I lose my COVID-19 vaccination card?,134
In which places is it best to go and get my vaccination card again?,What do I do if I lose my COVID-19 vaccination card?,134
What procedure should i follow if lost my COVID-19 vaccination card?,What do I do if I lose my COVID-19 vaccination card?,134
"If I misplace my COVID-19 immunization card, what should I do?",What do I do if I lose my COVID-19 vaccination card?,134
what to do if I lost t my COVID-19 vaccination card?,What do I do if I lose my COVID-19 vaccination card?,134
What should I do if my COVID-19 immunization card is lost?,What do I do if I lose my COVID-19 vaccination card?,134
how can I convince my family and friends to take the vaccine?,How do I convince my family and friends to get the COVID-19 vaccine?,130
What should i do to get my friends and family to get the COVID-19 vaccine?,How do I convince my family and friends to get the COVID-19 vaccine?,130
Finding ways to convince family and friends to be vacccinated for Covid-19 can be difficult.,How do I convince my family and friends to get the COVID-19 vaccine?,130
Its hard to get people to get the vaccine,How do I convince my family and friends to get the COVID-19 vaccine?,130
Give me some ideas on how to persuade my friends that the vaccine could prevent them getting a serious illness or even dying.,How do I convince my family and friends to get the COVID-19 vaccine?,130
I want to convince my closest circle to get vaccinated,How do I convince my family and friends to get the COVID-19 vaccine?,130
I want to convince those close to me to get the vax,How do I convince my family and friends to get the COVID-19 vaccine?,130
"I'm out of ideas on how to convince my family to get the vaccine, can you help?",How do I convince my family and friends to get the COVID-19 vaccine?,130
I want my whole family to be safe from covid 19,How do I convince my family and friends to get the COVID-19 vaccine?,130
Coronavirus horror: Volunteer in Oxford University’s COVID-19 vaccine trial DIES,Did a volunteer in the Oxford trial die?,125
have any in Oxford die in the trial?,Did a volunteer in the Oxford trial die?,125
